,age,address,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,outcome,first_name,last_name,age_bucket,month_padded,day_padded,date
4071,28,"326013ST3LL33XPR3SSWAY\NB0TSF0RDBURGH,ND85642",admin.,married,secondary,False,12,True,False,cellular,30,jan,73,3,256,3,other,False,pinkie,bogan,2,01,30,30/01
4073,51,"0856 W3ST SUMMIT \NZ3CHARIAHB0R0UGH, WV 11103",management,married,tertiary,False,176,True,True,unknown,1,jun,8,1,687,2,failure,False,lesly,watsica,5,06,01,01/06
4076,53,"360DAKOTAGATEWAYAPT.036\NGISLASONVIEW,RI78080-8646",blue-collar,married,primary,False,53,True,False,cellular,7,apr,208,1,140,1,failure,False,santina,hand,5,04,07,07/04
4080,40,"4720 fri3s3n cr3sc3nt \ns0uth barth0l0m3, wv 28267",blue-collar,married,primary,False,2805,True,False,cellular,14,may,173,6,353,23,failure,False,jermain,rogahn,4,05,14,14/05
4083,51,"2513 Melvina Shores \nEast Tyrell, VI 98898",management,married,tertiary,False,1612,False,False,cellular,16,mar,384,1,182,5,failure,False,cydney,windler,5,03,16,16/03
4089,32,"51837WhiteStation\nNewGeohaven,DC78671",blue-collar,married,secondary,True,-53,True,False,cellular,16,apr,648,1,272,1,other,True,brandyn,reinger,3,04,16,16/04
4093,69,"7974 ivy 0val av3.\nn0rth b3aulah, 0k 67989",retired,single,tertiary,False,2144,False,False,cellular,29,jul,417,1,184,4,success,True,brock,abbott,6,07,29,29/07
4096,26,"86256 Anibal View\nSouth Niko, MH 43019-6402",entrepreneur,married,tertiary,False,37,True,True,cellular,6,may,207,1,363,2,failure,False,armand,block,2,05,06,06/05
4100,34,"26385 hintz place\nsouth hobartberg, id 99480-7835",management,married,tertiary,False,436,True,False,cellular,17,apr,28,1,345,1,failure,False,oran,greenfelder,3,04,17,17/04
4106,33,"453 bednar estate st.\nlake ethylmouth, ct 25544",technician,single,secondary,False,647,True,True,cellular,4,feb,124,1,273,1,other,False,robin,conroy,3,02,04,04/02
4107,50,"143 V3rn0n M0untains St.\n3ast Lillian, 0R 58310",blue-collar,married,primary,False,2142,True,False,cellular,29,jan,309,2,224,1,other,False,wallace,funk,5,01,29,29/01
4126,33,"196 kulas way apt. 520\nport cyril, wv 94675-2826",services,single,secondary,False,358,True,False,cellular,7,may,302,1,356,3,failure,False,hattie,gutmann,3,05,07,07/05
4130,32,"989AshtonSprings\nAmyamouth,VI15140",management,single,tertiary,False,473,True,False,cellular,11,may,72,2,361,1,other,False,brad,reichert,3,05,11,11/05
4141,37,"4101 Jalyn Kn0ll Av3.\nS0uth M3r3dithf0rt, MN 80925-6882",management,married,tertiary,False,0,False,False,cellular,11,mar,129,4,107,2,failure,False,drew,kutch,3,03,11,11/03
4150,33,"7608 Hills Fields Suite 712\nMarlenechester, CO 39517-2936",technician,married,tertiary,False,8023,False,False,cellular,25,feb,196,1,87,4,failure,False,marcel,ryan,3,02,25,25/02
4152,21,"7257GL3AS0NBRANCHSUIT3532\NW3STCHANC3STAD,MN87871",student,single,secondary,False,6844,False,False,cellular,14,aug,126,3,127,7,other,False,emelia,doyle,2,08,14,14/08
4159,53,"87279 Edwin Squares\nEast Alva, KY 65721",unemployed,married,secondary,False,94,False,False,cellular,10,aug,493,1,181,14,success,True,donald,hegmann,5,08,10,10/08
4160,57,"929KielBranchSt.\nElfriedatown,OH85913",retired,married,secondary,False,1044,False,False,telephone,11,jan,585,1,192,2,success,True,grover,ryan,5,01,11,11/01
4169,35,"67043 Medhurst Courts\nReynoldsburgh, MN 00993",services,divorced,secondary,False,221,True,False,cellular,14,may,150,1,360,1,failure,False,paige,auer,3,05,14,14/05
4175,27,"009 CHAMPLIN TRAIL APT. 687\NALISABOROUGH, WV 29195-3329",student,single,tertiary,False,-148,True,False,cellular,11,sep,146,3,224,1,other,False,katheryn,upton,2,09,11,11/09
4186,52,"1831BartellCornersAve.\nHayesmouth,MS64609-1950",technician,married,tertiary,False,0,False,False,cellular,9,aug,145,3,94,4,success,False,maud,rolfson,5,08,09,09/08
4191,31,"97716 Warr3n Gl3ns\nW3st Ka3lynb3rg, KY 63599",management,single,tertiary,False,1130,True,False,cellular,17,apr,224,3,74,4,failure,False,juliana,stanton,3,04,17,17/04
4196,48,"215NORENEPORTSST.\NELYSETON,MP15284",blue-collar,married,secondary,False,480,True,False,cellular,15,may,830,1,352,2,failure,True,lilla,mante,4,05,15,15/05
4201,36,"0540 considine rest suite 682\nheidenreichton, ne 22862",unemployed,married,secondary,False,-872,True,True,cellular,20,nov,153,1,183,1,failure,False,cecil,kautzer,3,11,20,20/11
4202,37,"5447 Maximilian M3ws \nRun0lfsd0ttirland, NC 58278-0163",blue-collar,divorced,secondary,False,33,True,False,cellular,20,nov,106,2,167,1,failure,False,stanford,schiller,3,11,20,20/11
4206,40,"37561LefflerPike\nO'Connelltown,AE36393",student,married,secondary,False,260,False,False,cellular,19,nov,52,1,152,6,failure,False,clair,tillman,4,11,19,19/11
4207,57,"2188 Schamb3rg3r P0ints \nBirdi3f0rt, ND 75216-4598",technician,married,secondary,False,589,True,False,cellular,2,feb,223,1,76,4,failure,False,henry,hickle,5,02,02,02/02
4213,30,"4556 dominique loaf apt. 118\nnew clifton, md 61054-6293",technician,single,secondary,False,-522,True,True,cellular,5,may,670,2,286,6,failure,True,angel,hauck,3,05,05,05/05
4215,37,"288 wisozk curve st.\ngoldnerbury, as 72098-2665",unemployed,married,secondary,False,1978,False,False,cellular,9,sep,404,1,182,1,success,True,elwyn,dibbert,3,09,09,09/09
4216,53,"132MarlinMissionSt.\nBoyerberg,UT18397",admin.,married,secondary,False,459,False,False,cellular,14,oct,317,6,192,1,success,False,immanuel,schimmel,5,10,14,14/10
4224,69,"092 beulah place st.\nwest jerrell, pw 29534-0227",retired,married,unknown,False,426,False,False,telephone,9,mar,225,1,90,1,success,True,hyman,donnelly,6,03,09,09/03
4229,62,"9916DONALDFORDSSUITE263\NEASTCARRIEHAVEN,KS38288-2015",self-employed,divorced,tertiary,False,6,True,False,cellular,13,oct,216,1,183,4,success,True,verona,cronin,6,10,13,13/10
4232,38,"45348OsborneCourt\nKraigmouth,SD55256",technician,single,secondary,False,-242,True,False,cellular,18,may,1173,3,278,6,success,True,icie,rolfson,3,05,18,18/05
4251,33,"3902WehnerCornerAve.\nMcGlynnville,VA87751",management,single,tertiary,False,201,True,False,cellular,19,nov,171,1,183,1,failure,False,alysson,jacobi,3,11,19,19/11
4261,58,"734 VINCENZA GARDEN ST.\NHANKBURY, AP 25707-8323",retired,married,secondary,False,3382,False,True,cellular,28,may,294,2,309,2,failure,False,lydia,corkery,5,05,28,28/05
4262,59,"5375WinifredVillagesSuite818\nDesmondmouth,NJ86530",technician,married,secondary,False,2308,False,False,cellular,30,apr,815,1,87,1,other,True,paris,kuvalis,5,04,30,30/04
4272,50,"4637 Lulu Ville Ave.\nStanberg, NJ 24194",technician,married,tertiary,False,199,True,True,cellular,3,feb,116,2,253,1,failure,False,maeve,maggio,5,02,03,03/02
4276,35,"961 Hyatt Circle St.\nNorth Vellaport, PR 09831-7086",admin.,married,secondary,False,147,True,True,cellular,29,jan,41,1,184,7,failure,False,micaela,rogahn,3,01,29,29/01
4281,52,"925 Ressie Harbor St.\nNorth Viviennebury, MS 15602",management,married,secondary,False,335,False,False,cellular,21,oct,411,1,182,1,failure,True,franco,west,5,10,21,21/10
4284,54,"0114HYATTEXTENSIONSAVE.\NJACOBITON,OR87711-2219",self-employed,married,secondary,False,641,True,False,cellular,17,apr,472,1,148,2,failure,False,jamar,frami,5,04,17,17/04
4290,40,"129 Gislas0n 3stat3s St.\nK0vac3km0uth, NH 57399-6143",services,married,tertiary,False,35,False,False,cellular,3,jul,318,4,317,3,failure,False,wilson,christiansen,4,07,03,03/07
4309,40,"548 Wis0zk Cr0ssing St.\nRalpht0n, NV 40320-5070",services,single,secondary,False,1547,True,False,cellular,12,may,88,2,173,1,success,False,julien,kulas,4,05,12,12/05
4312,30,"95359 Abigale Shoal\nNew Susanna, MP 98190-6789",services,single,secondary,False,20,True,False,cellular,20,apr,404,6,340,1,failure,False,tatum,hettinger,3,04,20,20/04
4314,31,"33957 berge forges\nschadenbury, wv 95960",technician,single,secondary,False,1626,False,False,cellular,7,may,356,2,286,3,failure,False,lucius,schulist,3,05,07,07/05
4319,70,"8756 0'r3illy str33t suit3 733\nak33mland, nv 23833-7612",retired,divorced,secondary,False,6850,False,False,telephone,5,mar,252,3,183,1,failure,False,ara,wisozk,7,03,05,05/03
4323,83,"6649KutchViews\nKochport,IN36556-0996",retired,divorced,primary,False,0,False,False,telephone,31,may,664,1,77,3,success,False,celia,zieme,8,05,31,31/05
4324,50,"569LAVERNAFORKSAPT.891\NCLIFFORDCHESTER,SD91171-1726",management,divorced,tertiary,False,100,True,True,cellular,13,may,157,1,299,3,failure,False,irma,lowe,5,05,13,13/05
4332,27,"005ShanahanBr00ksSt.\nW3stJack3lin3furt,MP20469",student,single,secondary,False,8366,False,False,cellular,7,may,458,2,349,1,other,False,fermin,steuber,2,05,07,07/05
4337,73,"0400 Rocky Vista Ave.\nMonserratebury, TN 37001-2765",retired,married,unknown,False,519,False,False,telephone,16,oct,434,1,57,1,failure,True,derrick,murazik,7,10,16,16/10
4340,47,"4531 Walker Centers Ave.\nSouth Macmouth, TN 42098-9041",blue-collar,married,secondary,False,2548,True,False,cellular,11,may,577,1,368,1,other,False,patsy,hand,4,05,11,11/05
4343,51,"7139 fritsch walk av3.\nniam0uth, ri 87825",blue-collar,married,primary,False,40,True,False,cellular,13,may,79,1,370,1,failure,False,dudley,murphy,5,05,13,13/05
4347,32,"877 jarred stravenue st.\nelianmouth, de 55524-0593",admin.,married,secondary,False,0,True,True,cellular,17,nov,159,2,195,2,failure,False,paula,abbott,3,11,17,17/11
4362,40,"082 kirlin meadow apt. 506\nromagueraberg, fl 75060",technician,married,secondary,False,697,False,False,cellular,24,jun,220,2,219,2,other,False,serenity,kunze,4,06,24,24/06
4363,38,"79700VICT0RIAVILLAG3S\NW3STFID3L,NJ86594-2703",blue-collar,single,secondary,False,13156,True,False,cellular,17,apr,291,4,331,1,failure,False,leo,wilkinson,3,04,17,17/04
4368,54,"2252 SKILES TURNPIKE AVE.\NHARBERBURGH, PR 04660",services,divorced,secondary,False,1012,True,False,cellular,12,may,33,3,175,2,other,False,natalia,ziemann,5,05,12,12/05
4372,30,"4494 meaghan club ave.\nsouth elmiraside, co 82550",technician,single,secondary,False,4787,True,False,cellular,18,nov,266,1,167,2,failure,False,orion,davis,3,11,18,18/11
4387,31,"95884 Gulgowski Lock\nBuddymouth, PR 69937",blue-collar,married,secondary,False,3653,True,True,cellular,21,nov,252,1,168,4,failure,False,eleonore,koss,3,11,21,21/11
4396,41,"833 thomas estate st.\nsouth lukas, tx 05876-1208",retired,single,primary,False,0,False,False,cellular,8,may,239,1,368,2,failure,False,forrest,reinger,4,05,08,08/05
4397,35,"00913 Alexie Drive\nYasminmouth, WA 81886-2915",blue-collar,married,secondary,False,305,True,False,cellular,18,may,7,7,367,25,failure,False,arden,kuvalis,3,05,18,18/05
4413,65,"005CHESLEYLANEST.\NJEWESSSHIRE,DE21734",retired,married,primary,False,493,False,False,cellular,16,oct,622,1,182,1,failure,False,dandre,runolfsdottir,6,10,16,16/10
4420,45,"5942 Nikolas Square Suite 048\nEast Meda, NE 04670-0789",technician,married,secondary,False,999,True,False,cellular,20,nov,215,6,188,2,failure,False,oleta,bernhard,4,11,20,20/11
4423,45,"60913Pfann3rstillTurnpik3\nLak3Shayn3,NJ62800-5967",management,single,tertiary,False,2048,True,False,cellular,18,oct,310,1,804,1,failure,True,stephany,padberg,4,10,18,18/10
4428,48,"842 Little Islands St.\nHahnmouth, MD 51232-9219",blue-collar,married,unknown,False,439,True,False,cellular,2,feb,212,1,249,2,other,False,einar,lang,4,02,02,02/02
4433,40,"471 bruen unions st.\nnew eve, ne 84678-9917",management,married,tertiary,False,-17,True,True,cellular,11,may,474,1,256,1,success,True,bonnie,graham,4,05,11,11/05
4434,35,"87839 Ankunding Burgs\nEnricofurt, NV 69064-0122",technician,single,secondary,False,175,True,False,cellular,29,jan,219,1,246,1,failure,False,brenda,bradtke,3,01,29,29/01
4435,31,"5201DRAK3STRAV3NU3\N3ASTAGUSTINAFURT,ND49750",technician,single,secondary,False,4888,True,False,telephone,5,may,475,4,166,2,failure,False,elbert,monahan,3,05,05,05/05
4447,49,"046 FARRELL CROSSING \NANABELTOWN, AR 86544",blue-collar,single,primary,False,2146,True,False,cellular,7,may,1516,2,353,2,other,True,stacey,abbott,4,05,07,07/05
4453,35,"3237 Ki3ran Gr0v3 \nN3w Al3xi3bury, PR 42404",blue-collar,married,secondary,False,5304,True,False,cellular,20,nov,340,1,183,2,failure,False,ernest,steuber,3,11,20,20/11
4456,37,"2210 rosalind road ave.\nricardoton, wv 78461",management,married,primary,False,3953,True,False,cellular,6,apr,610,2,138,1,failure,False,americo,heidenreich,3,04,06,06/04
4458,29,"971 DAX BRIDGE ST.\NEAST TODMOUTH, TN 59329",management,single,tertiary,False,572,False,False,cellular,16,dec,314,1,195,1,success,True,horace,kautzer,2,12,16,16/12
4459,31,"610MYRTLESTRAVENUEAPT.951\NNORTHCATERINAMOUTH,NC41867",admin.,single,secondary,False,223,True,False,cellular,17,apr,508,1,315,11,success,False,elwyn,grady,3,04,17,17/04
4463,33,"3765 Douglas Trail Suite 053\nEast Buddy, GA 04374-7948",technician,single,secondary,False,920,True,False,cellular,21,nov,58,1,122,4,failure,False,kaleigh,bruen,3,11,21,21/11
4465,38,"64799 H0lly Strav3nu3\nLak3 M3l0dy, CA 87469",management,single,tertiary,False,623,False,False,cellular,28,jun,297,4,144,4,other,True,elroy,bosco,3,06,28,28/06
4473,33,"07060Kl0ck0Plain\nP0rtB3llahav3n,N306589",technician,married,secondary,False,4790,True,False,cellular,20,apr,137,1,272,2,failure,False,rolando,d'amore,3,04,20,20/04
4485,53,"375 DAWN STR33TS APT. 553\NHIRTH3VI3W, VA 10270",blue-collar,married,primary,False,238,True,False,cellular,11,may,238,2,361,5,failure,False,agustina,pouros,5,05,11,11/05
4488,31,"695 jamison walks \nleannburgh, ma 30120-8568",unemployed,single,secondary,False,315,False,False,cellular,30,jan,130,1,2,1,other,False,jake,fadel,3,01,30,30/01
4489,45,"6693JudeBrooksApt.959\nEastErna,MH06599-6488",management,married,tertiary,False,6945,False,False,cellular,5,aug,131,5,356,3,failure,False,zena,buckridge,4,08,05,05/08
4492,32,"7491KILBACKMEADOWAPT.792\NPAGACMOUTH,AS11081-6594",technician,single,secondary,False,309,True,True,cellular,16,apr,346,1,234,3,failure,False,erna,o'connell,3,04,16,16/04
4504,42,"7081 leffler wall ave.\nkemmerside, dc 00182",blue-collar,single,secondary,False,1080,True,True,cellular,13,may,951,3,370,4,failure,True,johnson,beer,4,05,13,13/05
4514,38,"25096 William Fi3ld\nMcCull0ughm0uth, 0R 33380-0921",blue-collar,married,secondary,False,1205,True,False,cellular,20,apr,45,4,153,1,failure,False,maudie,wintheiser,3,04,20,20/04
4519,28,"9234 BORER MEADOW AVE.\NPORT LUNABOROUGH, NJ 36987",blue-collar,married,secondary,False,1137,False,False,cellular,6,feb,129,4,211,3,other,False,zachariah,sipes,2,02,06,06/02
4520,44,"2630JenkinsSpringSuite970\nWestLetha,AR93555",entrepreneur,single,tertiary,False,1136,True,True,cellular,3,apr,345,2,249,7,other,False,julio,deckow,4,04,03,03/04
